数据库：年度数据 
时间： 
专科毕业生数 (万人) 	,	,540.4262	,553.2912	,494.7678	,398.4094	,376.6894	,363.8141	,366.5000	,351.6000	,329.8000	,
成人本专科毕业生数 (万人) 	,	,416.2146	,363.1278	,330.0668	,277.9485	,246.9562	,213.1369	,217.7408	,247.0370	,244.4650	,
成人本科毕业生数 (万人) 	,	,227.1197	,194.7475	,173.2128	,142.0887	,122.6385	,101.6733	,99.5851	,109.1226	,102.1846	,
成人专科毕业生数 (万人) 	,	,189.0949	,168.3803	,156.8540	,135.8598	,124.3177	,111.4636	,118.1557	,137.9144	,142.2804	,
其他高等学历教育毕业生数 (万人) 	,	,	,	,	,	,	,	,	,	,	,
在职人员攻读博士、硕士学位毕业生数 (万人) 	,	,	,	,	,	,	,	,	,	,	,
网络本专科生毕业生数 (万人) 	,	,264.8668	,263.3542	,261.8888	,259.0593	,272.2497	,232.3128	,194.9189	,177.7905	,187.4787	,
网络本科毕业生数 (万人) 	,	,117.6668	,110.0611	,104.8500	,89.8773	,86.6120	,80.1508	,68.1915	,65.9559	,70.0906	,
网络专科毕业生数 (万人) 	,	,147.2000	,153.2931	,157.0388	,169.1820	,185.6377	,152.1620	,126.7274	,111.8346	,117.3881	,
中等教育毕业生数 (万人) 	,	,	,	,	,	,2815.9684	,2750.9216	,2653.2791	,2686.6428	,2785.6325	,
高中阶段教育毕业生数 (万人) 	,	,1306.5438	,1275.8618	,1269.7176	,1195.7266	,1275.3535	,1286.1417	,1270.1215	,1276.5032	,1330.6142	,
高中毕业生数 (万人) 	,	,	,	,	,	,790.4823	,792.6743	,782.8452	,779.6262	,796.9902	,
普通高中毕业生数 (万人) 	,924.6000	,890.9891	,860.4097	,824.1028	,780.2267	,786.5315	,789.2494	,779.2443	,775.7000	,792.4000	,
完全中学高中阶段毕业生数 (万人) 	,	,266.82	,258.42	,250.55	,239.75	,240.22	,240.91	,238.81	,237.22	,244.07	,
高级中学毕业生数 (万人) 	,	,571.58	,553.56	,529.17	,499.87	,509.50	,515.05	,511.55	,512.54	,524.77	,
十二年一贯制学校高中阶段毕业生数 (万人) 	,	,50.25	,46.01	,41.98	,38.23	,36.81	,33.29	,28.89	,25.97	,23.51	,
成人高中毕业生数 (万人) 	,	,	,	,	,	,3.9508	,3.4249	,3.6009	,3.8970	,4.6402	,
中等职业教育毕业生数 (万人) 	,521.9000	,415.5547	,415.4521	,399.2725	,375.3709	,484.8712	,493.4674	,487.2763	,496.9000	,533.6000	,
普通中专毕业生数 (万人) 	,	,	,	,	,	,216.2310	,219.9648	,218.5850	,216.9933	,229.0235	,
成人中专毕业生数 (万人) 	,	,	,	,	,	,43.0267	,48.1851	,51.0987	,60.4125	,69.6629	,
职业高中毕业生数 (万人) 	,	,	,	,	,	,124.2065	,126.8928	,127.2933	,128.9923	,141.8708	,
技工学校毕业生数 (万人) 	,	,126.5235	,121.6656	,119.9690	,108.7036	,101.4070	,98.4247	,90.3000	,90.5000	,93.1000	,
初中阶段教育毕业生数 (万人) 	,	,1698.2375	,1623.5844	,1623.9236	,1587.1485	,1540.6149	,1464.7799	,1383.1576	,1410.1396	,1455.0183	,
普通初中毕业生数 (万人) 	,	,	,	,	,	,	,	,	,	,	,
初级中学毕业生数 (万人) 	,	,1128.02	,1084.60	,1093.11	,1080.72	,1063.07	,1018.63	,968.26	,997.81	,1026.04	,
九年一贯制学校初中阶段毕业生数 (万人) 	,	,309.1631	,286.3914	,278.2794	,262.4001	,241.7894	,217.5281	,196.6137	,191.6050	,183.9773	,
十二年一贯制学校初中阶段毕业生数 (万人) 	,	,55.58	,54.28	,53.47	,50.00	,45.62	,38.77	,32.79	,30.71	,28.05	,
完全中学初中阶段毕业生数 (万人) 	,	,202.30	,194.97	,194.99	,189.57	,184.72	,179.10	,170.02	,177.25	,185.64	,
职业初中毕业生数 (万人) 	,	,0.0133	,0.0116	,0.0299	,0.0770	,0.0907	,0.0686	,0.1000	,0.1000	,0.2000	,
成人初中毕业生数 (万人) 	,	,	,	,	,	,5.3231	,10.6863	,15.3890	,12.6697	,31.1504	,
初等教育毕业生数 (万人) 	,	,	,	,	,	,1665.3674	,1693.0561	,1688.8395	,1650.4019	,1593.2974	,
普通小学毕业生数 (万人) 	,1860.5000	,1857.2667	,1763.4893	,1740.6127	,1718.0305	,1640.3201	,1647.9006	,1616.4927	,1565.9000	,1507.4000	,
小学毕业生数 (万人) 	,	,1552.52	,1476.90	,1452.44	,1437.71	,1419.07	,1435.48	,1416.87	,1384.30	,1339.05	,
九年一贯制学校小学阶段毕业生数 (万人) 	,	,239.8214	,222.9796	,220.2222	,211.9817	,195.5019	,189.2686	,179.8155	,164.5350	,152.7985	,
十二年一贯制学校小学阶段毕业生数 (万人) 	,	,30.37	,28.36	,29.57	,28.18	,25.75	,23.15	,19.81	,17.06	,15.60	,
成人小学毕业生数 (万人) 	,	,	,	,	,	,25.0473	,45.1555	,72.3468	,84.5020	,85.8508	,
扫盲班毕业生数 (万人) 	,	,	,	,	,	,12.2869	,16.0851	,21.0127	,28.2673	,33.1150	,
工读学校毕业生数 (万人) 	,	,	,	,	,	,0.4031	,0.3449	,0.2716	,0.3311	,0.3298	,
特殊教育毕业生数 (万人) 	,18.4000	,17.7304	,17.3140	,15.8703	,14.5899	,12.1411	,9.7587	,8.1017	,6.9000	,5.9000	,
学前教育毕业生数 (万人) 	,	,1564.6081	,1804.4024	,1678.3163	,1714.7905	,1779.4338	,1765.1692	,1790.6336	,1652.7000	,1623.2000	,
注：1. 2017年起，研究生招生数包含全日制和非全日制研究生，在校生数包含全日制、非全日制研究生和在职人员攻读硕士学位学生。
2. 2023年起，高中阶段教育学生数不含国家开放大学中职部。
3. 完全中学、九年一贯制学校、十二年一贯制学校和附设教学班的学生数按教育层次分别计入对应教育阶段的学生数中。
4. 特殊教育涵盖特殊教育学校、附设特教班、随班就读和送教上门等各类形式。
5. 2019年起，学前教育招生数仅包括首次入园的适龄儿童，不再包括复学、转入等情况。
数据来源：国家统计局
