数据库：年度数据 
时间： 
指标	,2011年	,2010年	,2009年	,2008年	,2007年	,2006年	,2005年	,2004年	,2003年	,2002年	,
硫铁矿储量 (万吨) 	,136900.6	,159152.1	,162133.4	,177189.6	,179411.3	,184900.5	,190328.2	,194987.9	,196018.2	,210740.4	,
磷矿储量 (亿吨) 	,28.9	,29.6	,31.7	,35.6	,36.7	,37.0	,37.0	,38.9	,39.0	,40.5	,
钾盐储量 (万吨) 	,60800.0	,43885.6	,35840.9	,36367.7	,33752.0	,27314.9	,28891.6	,27228.9	,27323.2	,27543.0	,
盐矿储量 (亿吨) 	,2053.0	,1750.7	,1730.6	,1734.3	,1880.1	,1833.0	,1816.6	,1828.7	,1866.4	,1862.1	,
芒硝储量 (亿吨) 	,94.2	,91.1	,90.8	,90.4	,100.3	,98.1	,64.3	,70.1	,98.9	,98.1	,
重晶石储量 (万吨) 	,4194.8	,9498.6	,9537.2	,9658.8	,9899.9	,9838.6	,9677.1	,9839.0	,9852.1	,10132.0	,
玻璃硅质原料储量 (万吨) 	,161192.4	,146170.5	,147172.9	,143841.4	,141047.5	,139865.3	,138177.6	,124280.0	,117003.3	,108402.0	,
石墨储量 (万吨) 	,6229.9	,5412.3	,5432.0	,5748.9	,5480.6	,5394.9	,3881.7	,5277.4	,5235.4	,5243.0	,
滑石储量 (万吨) 	,11808.5	,12594.2	,12755.6	,12119.0	,11834.3	,11706.3	,10995.2	,9387.0	,9447.6	,9570.2	,
高岭土储量 (万吨) 	,37764.6	,63933.2	,63593.1	,64186.4	,65261.9	,63567.7	,60225.9	,55272.0	,54644.7	,54921.6	,
水资源总量 (亿立方米) 	,23256.7	,30906.4	,24180.2	,27434.3	,25255.2	,25330.1	,28053.1	,24129.6	,	,	,
地表水资源量 (亿立方米) 	,22213.6	,29797.6	,23125.2	,26377.0	,24242.5	,24358.1	,26982.4	,23126.4	,	,	,
地下水资源量 (亿立方米) 	,7214.5	,8417.0	,7267.0	,8122.0	,7617.2	,7642.9	,8091.1	,7436.3	,	,	,
地表水与地下水资源重复量 (亿立方米) 	,6171.4	,7308.2	,6212.1	,7064.7	,6604.5	,6670.8	,7020.4	,6433.1	,	,	,
人均水资源量 (立方米/人) 	,1729.1	,2310.4	,1816.3	,2071.1	,1916.3	,1932.1	,2151.8	,1856.3	,	,	,
供水总量 (亿立方米) 	,6107.2	,6022.0	,5965.2	,5910.0	,5818.7	,5795.0	,5633.0	,5547.8	,	,	,
地表水供水总量 (亿立方米) 	,4953.3	,4881.6	,4839.5	,4796.4	,4723.9	,4706.7	,4572.2	,4504.2	,	,	,
地下水供水总量 (亿立方米) 	,1109.1	,1107.3	,1094.5	,1084.8	,1069.1	,1065.5	,1038.8	,1026.4	,	,	,
其他供水总量 (亿立方米) 	,44.8	,33.1	,31.2	,28.7	,25.7	,22.7	,22.0	,17.2	,	,	,
用水总量 (亿立方米) 	,6107.2	,6022.0	,5965.2	,5910.0	,5818.7	,5795.0	,5633.0	,5547.8	,	,	,
农业用水总量 (亿立方米) 	,3743.6	,3689.1	,3723.1	,3663.5	,3599.5	,3664.4	,3580.0	,3585.7	,	,	,
工业用水总量 (亿立方米) 	,1461.8	,1447.3	,1390.9	,1397.1	,1403.0	,1343.8	,1285.2	,1228.9	,	,	,
生活用水总量 (亿立方米) 	,789.9	,765.8	,748.2	,729.3	,710.4	,693.8	,675.1	,651.2	,	,	,
生态用水总量 (亿立方米) 	,111.9	,119.8	,103.0	,120.2	,105.7	,93.0	,92.7	,82.0	,	,	,
人均用水量 (立方米/人) 	,454.1	,450.2	,448.1	,446.2	,441.5	,442.0	,432.1	,428.0	,	,	,
废水排放总量 (万吨) 	,6591922.44	,6172562.00	,5890877.25	,5716801.00	,5568494.16	,5144802.00	,5245089.00	,4824094.00	,	,	,
化学需氧量排放量 (万吨) 	,2499.86	,1238.10	,1277.50	,1320.70	,1381.80	,1428.20	,1414.20	,1339.18	,	,	,
氨氮排放量 (万吨) 	,260.44	,120.29	,122.61	,126.97	,132.34	,141.33	,149.78	,133.01	,	,	,
总氮排放量 (万吨) 	,447.08	,	,	,	,	,	,	,	,	,	,
总磷排放量 (万吨) 	,55.37	,	,	,	,	,	,	,	,	,	,
石油类排放量 (吨) 	,21012.1	,	,	,	,	,	,	,	,	,	,
挥发酚排放量 (吨) 	,2430.6	,	,	,	,	,	,	,	,	,	,
总铅排放量 (千克) 	,155242	,	,	,	,	,	,	,	,	,	,
总汞排放量 (千克) 	,2829	,	,	,	,	,	,	,	,	,	,
总镉排放量 (千克) 	,35899	,	,	,	,	,	,	,	,	,	,
总铬排放量 (千克) 	,293166	,	,	,	,	,	,	,	,	,	,
总砷排放量 (千克) 	,146616	,	,	,	,	,	,	,	,	,	,
六价铬排放量 (千克) 	,106395	,	,	,	,	,	,	,	,	,	,
二氧化硫排放量 (万吨) 	,2217.91	,2185.00	,2214.00	,2321.00	,2468.00	,2588.80	,2549.40	,2254.90	,	,	,
氮氧化物排放量 (万吨) 	,2404.27	,	,	,	,	,	,	,	,	,	,
烟 (粉) 尘排放量 (万吨) 	,1278.83	,	,	,	,	,	,	,	,	,	,
颗粒物排放量 (万吨) 	,	,	,	,	,	,	,	,	,	,	,
生活垃圾清运量 (万吨) 	,16395.3	,15804.8	,15733.7	,15437.7	,15214.5	,14841.3	,15576.8	,15509.3	,	,	,
无害化处理厂数 (座) 	,677	,628	,567	,509	,460	,419	,471	,559	,	,	,
生活垃圾卫生填埋无害化处理厂数 (座) 	,547	,498	,447	,407	,366	,324	,356	,444	,	,	,
生活垃圾堆肥无害化处理厂数 (座) 	,	,11	,16	,14	,17	,20	,46	,61	,	,	,
生活垃圾焚烧无害化处理厂数 (座) 	,109	,104	,93	,74	,66	,69	,67	,54	,	,	,
生活垃圾无害化处理能力 (吨/日) 	,409119	,387607	,356130	,315153	,271791	,258048	,256312	,238519	,	,	,
生活垃圾卫生填埋无害化处理能力 (吨/日) 	,300195	,289957	,273498	,253268	,215179	,206626	,211085	,205889	,	,	,
生活垃圾堆肥无害化处理能力 (吨/日) 	,	,5480	,6979	,5386	,7890	,9506	,11767	,15347	,	,	,
生活垃圾焚烧无害化处理能力 (吨/日) 	,94114	,84940	,71253	,51606	,44682	,39966	,33010	,16907	,	,	,
生活垃圾无害化处理量 (万吨) 	,13089.6	,12317.8	,11232.3	,10306.6	,9437.7	,7872.6	,8051.1	,8088.7	,	,	,
生活垃圾卫生填埋无害化处理量 (万吨) 	,10063.7	,9598.3	,8898.6	,8424.0	,7632.7	,6408.2	,6857.1	,6888.9	,	,	,
生活垃圾堆肥无害化处理量 (万吨) 	,2599.3	,180.8	,178.8	,174.0	,250.0	,288.2	,345.4	,730.0	,	,	,
生活垃圾焚烧无害化处理量 (万吨) 	,2599.3	,2316.7	,2022.0	,1569.7	,1435.1	,1137.6	,791.0	,449.0	,	,	,
粪便清运量 (万吨) 	,1962.9	,1950.5	,2141.0	,2330.7	,2506.3	,2130.5	,3804.6	,3576.3	,	,	,
粪便无害化处理量 (万吨) 	,652.8	,690.8	,846.1	,903.9	,908.3	,855.2	,2713.8	,2557.8	,	,	,
生活垃圾无害化处理率 (%) 	,79.7	,77.9	,71.4	,66.8	,62.0	,52.2	,51.7	,52.1	,	,	,
林业用地面积 (万公顷) 	,31259.00	,31259.00	,31259.00	,30590.41	,30590.41	,30590.41	,30590.41	,30590.41	,	,	,
森林面积 (万公顷) 	,20768.73	,20768.73	,20768.73	,19545.22	,19545.22	,19545.22	,19545.22	,19545.22	,	,	,
人工林面积 (万公顷) 	,6933.38	,6933.38	,6933.38	,6168.84	,6168.84	,6168.84	,6168.84	,6168.84	,	,	,
森林覆盖率 (%) 	,21.6	,21.6	,21.6	,20.4	,20.4	,20.4	,20.4	,20.4	,	,	,
活立木总蓄积量 (亿立方米) 	,164.33	,164.33	,164.33	,149.13	,149.13	,149.13	,149.13	,149.13	,	,	,
森林蓄积量 (亿立方米) 	,151.37	,151.37	,151.37	,137.21	,137.21	,137.21	,137.21	,137.21	,	,	,
造林总面积 (千公顷) 	,5996.61	,5909.92	,6262.33	,5354.39	,3907.71	,3838.79	,5403.79	,5598.08	,	,	,
当年人工造林面积 (千公顷) 	,4065.69	,3872.76	,4156.29	,3684.91	,2738.52	,2446.12	,3231.56	,5018.88	,	,	,
当年飞机播种面积 (千公顷) 	,196.93	,195.95	,226.34	,154.07	,118.67	,271.80	,416.39	,579.19	,	,	,
封山育林 (千公顷) 	,1733.99	,1841.21	,1879.70	,1515.41	,1050.52	,1120.87	,1755.85	,	,	,	,
用材林当年造林面积 (千公顷) 	,1019.32	,809.94	,801.32	,782.11	,610.37	,481.63	,607.55	,871.13	,	,	,
经济林当年造林面积 (千公顷) 	,1218.28	,1110.90	,1002.56	,850.77	,478.42	,403.32	,337.82	,456.69	,	,	,
防护林当年造林面积 (千公顷) 	,3688.83	,3943.43	,4407.65	,3697.81	,2790.17	,1824.69	,2678.21	,4210.77	,	,	,
薪炭林当年造林面积 (千公顷) 	,36.81	,18.89	,23.71	,4.02	,7.99	,4.84	,16.07	,49.97	,	,	,
特种用林当年造林面积 (千公顷) 	,33.38	,26.77	,27.10	,19.67	,20.76	,3.45	,8.29	,9.52	,	,	,
林业重点工程造林面积 (公顷) 	,3093865	,3669648	,4596244	,3438150	,2681646	,1866807	,3431407	,5188055	,	,	,
天然林保护工程造林面积 (公顷) 	,553564	,885479	,1360913	,1009016	,732882	,224199	,424808	,641446	,	,	,
退耕还林工程造林面积 (公顷) 	,730177	,982617	,886666	,1190347	,1056020	,1048469	,2203169	,3568185	,	,	,
三北及长江流域等防护林建设工程造林面积 (公顷) 	,1264026	,439126	,1893077	,765770	,574219	,360699	,368202	,448320	,	,	,
京津风沙源治理工程造林面积 (公顷) 	,545191	,1360649	,434817	,469042	,315132	,219714	,418507	,473272	,	,	,
注：1. 石油储量数据为剩余技术可采储量。
2. 天然气储量数据为剩余技术可采储量。
3. 资源类数据来源于国土资源部。
4. 2012年起,生活用水量中的牲畜用水量调整至农业用水量中。
5. 生态用水仅包括部分河湖、湿地人工补水和城市环境用水。
6. 自2020年,铅、汞、镉、砷排放量指标名称修改为总铅、总汞、总镉、总砷排放量。
7. 生活垃圾堆肥无害化处理相关数据自2011年起不再单独统计。
8. 粪便清运量、粪便无害化处理量自2017年起不再统计。
9. 数据分别为第七次全国森林资源清查(2004-2008)、第八次全国森林资源清查(2009-2013)、第九次全国森林资源清查(2014-2018)资料。
10. 除第九次清查林业用地面积数据,全国总计数包括台湾省和香港、澳门特别行政区数据。
11. 自2015年起造林面积包括人工造林、飞播造林、新封山育林、退化林修复和人工更新。
12. 自2019年起新封山育林指标名称改为封山育林。
数据来源：国家统计局
