数据库：年度数据 
时间： 
分行业增加值构成-金融业增加值 (%) 	,7.2	,7.2	,7.3	,7.1	,7.4	,7.8	,7.5	,7.5	,7.7	,7.9	,
分行业增加值构成-房地产业增加值 (%) 	,5.9	,6.2	,6.8	,7.1	,7.7	,8.3	,8.3	,8.3	,8.2	,8.2	,
分行业增加值构成-其他行业增加值 (%) 	,27.2	,26.2	,25.4	,24.6	,23.8	,23.9	,23.3	,22.2	,21.5	,20.9	,
三次产业贡献率 (%) 	,100.0	,100.0	,100.0	,100.0	,100.0	,100.0	,100.0	,100.0	,100.0	,100.0	,
第一产业对GDP的贡献率 (%) 	,5.8	,5.5	,5.6	,10.0	,6.2	,9.8	,3.8	,4.0	,4.6	,4.0	,
第二产业对GDP的贡献率 (%) 	,32.8	,36.8	,29.5	,27.0	,35.4	,35.1	,29.3	,33.8	,33.9	,35.7	,
第三产业对GDP的贡献率 (%) 	,61.4	,57.7	,64.9	,63.0	,58.4	,55.1	,66.9	,62.3	,61.6	,60.4	,
国内生产总值增长 (百分点) 	,5.0	,5.0	,5.4	,3.1	,8.6	,2.3	,6.1	,6.8	,6.9	,6.8	,
第一产业对国内生产总值增长的拉动 (百分点) 	,0.3	,0.3	,0.3	,0.3	,0.5	,0.2	,0.2	,0.3	,0.3	,0.3	,
第二产业对国内生产总值增长的拉动 (百分点) 	,1.6	,1.8	,1.6	,0.8	,3.0	,0.8	,1.8	,2.3	,2.3	,2.4	,
第三产业对国内生产总值增长的拉动 (百分点) 	,3.0	,2.9	,3.5	,2.0	,5.0	,1.3	,4.1	,4.2	,4.2	,4.1	,
支出法国内生产总值 (亿元) 	,	,1348201.4	,1294271.7	,1233412.8	,1173109.7	,1042244.9	,1006722.8	,933581.3	,845066.7	,760672.1	,
最终消费支出 (亿元) 	,	,764069.8	,734594.8	,671803.9	,642376.7	,577169.4	,568348.2	,522106.7	,469929.1	,422940.3	,
居民消费支出 (亿元) 	,	,538828.2	,512120.6	,466181.2	,450442.5	,394993.4	,395830.9	,364515.0	,330096.0	,298101.1	,
城镇居民消费支出 (亿元) 	,	,429562.2	,405863.3	,367595.8	,356069.8	,311053.3	,313357.1	,287756.0	,261489.8	,236393.1	,
农村居民消费支出 (亿元) 	,	,109266.0	,106257.3	,98585.4	,94372.7	,83940.1	,82473.8	,76759.1	,68606.2	,61708.0	,
政府消费支出 (亿元) 	,	,225241.5	,222474.2	,205622.6	,191934.2	,182176.0	,172517.3	,157591.7	,139833.1	,124839.2	,
资本形成总额 (亿元) 	,	,545717.6	,532330.2	,522678.5	,501014.2	,440567.7	,429201.1	,405421.8	,360559.2	,320756.2	,
固定资本形成总额 (亿元) 	,	,534534.3	,523590.3	,508826.5	,485400.7	,433086.0	,424984.6	,396684.6	,350973.2	,312702.5	,
存货变动 (亿元) 	,	,11183.4	,8740.0	,13852.0	,15613.5	,7481.7	,4216.6	,8737.3	,9586.0	,8053.7	,
货物和服务净出口 (亿元) 	,	,38414.0	,27346.7	,38930.5	,29718.8	,24507.9	,9173.5	,6052.8	,14578.4	,16975.6	,
最终消费率 (%) 	,	,56.7	,56.8	,54.5	,54.8	,55.4	,56.5	,55.9	,55.6	,55.6	,
资本形成率 (%) 	,	,40.5	,41.1	,42.4	,42.7	,42.3	,42.6	,43.4	,42.7	,42.2	,
最终消费支出对国内生产总值增长贡献率 (%) 	,52.0	,47.0	,85.6	,49.3	,60.1	,-4.3	,58.7	,66.1	,56.3	,67.4	,
最终消费支出对国内生产总值增长拉动 (百分点) 	,2.6	,2.3	,4.6	,1.5	,5.2	,-0.1	,3.6	,4.5	,3.9	,4.6	,
资本形成总额对国内生产总值增长贡献率 (%) 	,15.3	,22.9	,25.8	,37.1	,19.7	,75.1	,29.0	,42.6	,39.1	,43.7	,
资本形成总额对国内生产总值增长拉动 (百分点) 	,0.8	,1.1	,1.4	,1.2	,1.7	,1.8	,1.8	,2.9	,2.7	,3.0	,
货物和服务净出口对国内生产总值增长贡献率 (%) 	,32.7	,30.2	,-11.4	,13.6	,20.2	,29.1	,12.3	,-8.7	,4.6	,-11.1	,
货物和服务净出口对国内生产总值增长拉动 (百分点) 	,1.6	,1.5	,-0.6	,0.4	,1.7	,0.7	,0.7	,-0.6	,0.3	,-0.8	,
居民消费水平 (元) 	,	,38243	,36302	,33012	,31893	,27992	,28118	,25986	,23642	,21480	,
城镇居民消费水平 (元) 	,	,45791	,43797	,40066	,39205	,34823	,35841	,33700	,31454	,29324	,
农村居民消费水平 (元) 	,	,23204	,21953	,19929	,18720	,16209	,15460	,13985	,12145	,10609	,
居民消费水平指数 (上年=100) 	,	,105.2	,109.3	,101.5	,112.1	,97.3	,105.6	,107.4	,106.3	,108.7	,
城镇居民消费水平指数 (上年=100) 	,	,104.5	,108.6	,100.2	,110.7	,95.0	,103.9	,104.7	,103.5	,106.3	,
农村居民消费水平指数 (上年=100) 	,	,105.5	,109.7	,104.4	,113.9	,102.3	,107.8	,112.4	,110.8	,110.8	,
居民消费水平指数 (1978=100) 	,	,2823.5	,2682.7	,2454.4	,2417.4	,2155.8	,2215.4	,2097.1	,1953.1	,1837.8	,
注：1. 民族自治地方是指5个民族自治区、30个民族自治州和120个民族自治县（旗）的全部民族自治范围，且不重复计算。
2. 行业分类采用《国民经济行业分类（GB/T 4754－2017）》。
3. 三次产业贡献率指各产业增加值增量与GDP增量之比。
4. 三次产业拉动指GDP增长速度与各产业贡献率之乘积。
5. 三大需求指支出法国内生产总值的三大构成项目, 即最终消费支出、资本形成总额、货物和服务净出口。
6. 贡献率指三大需求增量与支出法国内生产总值增量之比。
7. 拉动指国内生产总值增长速度与三大需求贡献率的乘积。
数据来源：国家统计局
